URL,Title,Local Identifier,Date,Person 1,Person 2,Person 3,Person 4,Person 5,Place
https://calisphere.org/item/ark:/86086/n2jw8c2c,"E. E. (Doc) Smith arriving, Pittcon",pittcon_1960_g2-1-n,1960,"Smith, E. E. (Edward Elmer), 1890-1965",,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2f769qt,"Waiting for arrivals, Pittcon",pittcon_1960_g2-2-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n29g5k0h,"John W. Campbell in conversation, Pittcon",pittcon_1960_g2-3-n,1960,"Campbell, John W., Jr. (John Wood), 1910-1971",,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n25q4t8s,"At the bar, Pittcon",pittcon_1960_g2-4-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n21z42kw,"Conversation at registration, Pittcon",pittcon_1960_g2-5-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2x63k3x,"Conversation at registration, Pittcon",pittcon_1960_g2-6-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2sf2tc6,"Robert Heinlein and E.E. (Doc) Smith panel, Pittcon",pittcon_1960_g3-1-n,1960,"Heinlein, Robert A. (Robert Anson), 1907-1988","Smith, E. E. (Edward Elmer), 1890-1965",,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2ns0s1r,"Panel audience, Pittcon",pittcon_1960_g3-2-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2j101b5,"Isaac Asimov holding forth at registration, Pittcon",pittcon_1960_g3-3-n,1960,"Asimov, Isaac, 1920-1992",,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2d798mw,"H. Beam Piper conversation at registration, Pittcon",pittcon_1960_g3-4-n,1960,"Piper, H. Beam",,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n28g8hw5,"H. Beam Piper at dinner, Pittcon",pittcon_1960_g3-5-n,1960,"Piper, H. Beam",,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n24q7s5v,"Isaac Asimov still talking at registration, Pittcon",pittcon_1960_g3-6-n,1960,"Asimov, Isaac, 1920-1992",,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n20z71fh,"Group ready to enter panel, Pittcon",pittcon_1960_g4-1-n,1960,,,,,,Pittsburgh (Pa.)
